"","doc_id","word","freq"
"1","doc1","smoke",1
"2","doc1","childhood",1
"3","doc1","risk",1
"4","doc1","factor",1
"5","doc1","follow",1
"6","doc1","study",1
"7","doc1","epidemiology",1
"8","doc1","prediction",1
"9","doc2","age",1
"10","doc2","difference",1
"11","doc2","affect",1
"12","doc2","regulatory",2
"13","doc2","behavior",1
"14","doc2","music",1
"15","doc2","preference",1
"16","doc2","mood",1
"17","doc2","induction",1
"18","doc3","smoke",2
"19","doc3","expectancy",1
"20","doc3","impulsivity",1
"21","doc3","emotion",1
"22","doc3","regulation",1
"23","doc3","youth",1
"24","doc3","behavior",1
"25","doc4","adolescent",1
"26","doc4","child",1
"27","doc4","anxiety",1
"28","doc4","depression",1
"29","doc4","internalizing",1
"30","doc4","music",1
"31","doc5","affect",1
"32","doc5","behavior",1
"33","doc5","smoking",1
"34","doc5","adolescence",1
"35","doc6","prenatal",1
"36","doc6","postpartum",2
"37","doc6","pregnancy",1
"38","doc6","depression",1
"39","doc6","anxiety",1
"40","doc6","temperament",1
"41","doc6","child",1
"42","doc6","development",1
"43","doc6","entropy",1
"44","doc6","disorder",1
"45","doc6","adolescence",1
"46","doc6","emotion",1
"47","doc6","regulation",1
"48","doc7","adolescent",1
"49","doc7","anxiety",1
"50","doc7","depression",1
"51","doc7","mood",1
"52","doc7","regulation",1
"53","doc7","music",2
"54","doc7","therapy",1
"55","doc7","psychopathology",1
"56","doc7","stress",1
"57","doc7","people",1
"58","doc8","cigarette",1
"59","doc8","smoke",2
"60","doc8","mental",1
"61","doc8","health",1
"62","doc8","disorder",2
"63","doc8","cessation",1
"64","doc8","substance",1
"65","doc9","child",1
"66","doc9","anxiety",2
"67","doc9","maternal",1
"68","doc9","emotion",1
"69","doc9","regulation",1
"70","doc9","parenting",1
"71","doc10","cigarette",1
"72","doc10","smoke",1
"73","doc10","adolescence",1
"74","doc10","affect",1
"75","doc10","regulation",1
"76","doc10","ecological",1
"77","doc10","momentary",1
"78","doc10","assessments",2
"79","doc11","socioeconomic",1
"80","doc11","inequality",1
"81","doc11","postnatal",1
"82","doc11","depression",1
"83","doc11","childhood",1
"84","doc11","difficulty",1
"85","doc11","decomposition",2
"86","doc11","concentration",2
"87","doc11","index",1
"88","doc12","child",1
"89","doc12","psychopathology",1
"90","doc12","father",1
"91","doc12","internal",1
"92","doc12","external",2
"93","doc12","locus",2
"94","doc12","control",1
"95","doc13","adolescent",1
"96","doc13","smoke",1
"97","doc13","motive",1
"98","doc13","anger",1
"99","doc13","dysregulation",1
"100","doc14","pregnancy",1
"101","doc14","maternal",1
"102","doc14","anxiety",1
"103","doc14","fetal",1
"104","doc14","development",1
"105","doc14","inhibition",1
"106","doc14","follow",1
"107","doc14","impulsivity",1
"108","doc14","regulation",1
"109","doc15","emotional",1
"110","doc15","regulation",1
"111","doc15","parental",1
"112","doc15","behavior",1
"113","doc15","adolescence",1
"114","doc16","alspac",1
"115","doc16","maternal",1
"116","doc16","depression",2
"117","doc16","adult",1
"118","doc16","emotional",1
"119","doc16","conduct",1
"120","doc16","longitudinal",1
"121","doc16","mediation",1
"122","doc17","music",1
"123","doc17","adolescent",1
"124","doc17","social",1
"125","doc17","anxiety",1
"126","doc17","expression",1
"127","doc17","development",1
"128","doc18","child",1
"129","doc18","adolescent",1
"130","doc18","mental",1
"131","doc18","health",1
"132","doc18","nursing",2
"133","doc18","communication",1
"134","doc18","skill",1
"135","doc18","music",1
"136","doc18","therapy",1
"137","doc18","trial",1
"138","doc19","prenatal",2
"139","doc19","exposure",1
"140","doc19","depression",1
"141","doc19","child",1
"142","doc19","development",1
"143","doc19","conduct",1
"144","doc19","disorder",1
"145","doc19","social",1
"146","doc19","emotional",1
"147","doc19","competence",1
"148","doc20","childhood",1
"149","doc20","epilepsy",1
"150","doc20","psychiatric",1
"151","doc20","comorbidity",1
"152","doc20","risk",1
"153","doc20","factor",1
"154","doc20","cbcl",1
"155","doc20","temporal",2
"156","doc20","eeg",2
"157","doc20","abnormality",2
"158","doc21","maternal",1
"159","doc21","depressive",3
"160","doc21","symptom",3
"161","doc21","prenatal",1
"162","doc21","postnatal",1
"163","doc22","structure",1
"164","doc22","psychopathology",2
"165","doc22","preschool",1
"166","doc22","childhood",1
"167","doc22","confirmatory",1
"168","doc22","factor",1
"169","doc22","analysis",1
"170","doc23","control",2
"171","doc23","anxiety",1
"172","doc23","childhood",1
"173","doc23","emotion",1
"174","doc23","regulation",1
"175","doc23","efficacy",1
"176","doc24","assessment",1
"177","doc24","childhood",1
"178","doc24","internalizing",1
"179","doc24","multiinformant",1
"180","doc24","parent",1
"181","doc24","relationship",1
"182","doc25","epidemiology",1
"183","doc25","childhood",1
"184","doc25","follow",1
"185","doc25","predictor",1
"186","doc26","late",1
"187","doc26","talker",2
"188","doc26","expressive",1
"189","doc26","language",1
"190","doc26","delay",1
"191","doc26","behavioral",1
"192","doc26","emotional",1
"193","doc26","study",1
"194","doc27","adolescent",1
"195","doc27","behavioral",1
"196","doc27","emotional",1
"197","doc27","life",1
"198","doc27","stress",1
"199","doc27","smoking",1
"200","doc27","china",1
"201","doc28","attachment",1
"202","doc28","security",1
"203","doc28","maternal",1
"204","doc28","sensitivity",1
"205","doc28","parenting",1
"206","doc28","obesity",1
"207","doc28","bmi",1
"208","doc28","study",1
"209","doc28","child",2
"210","doc28","care",1
"211","doc28","youth",1
"212","doc28","development",1
"213","doc28","adolescent",1
"214","doc28","prospective",1
"215","doc29","emotional",1
"216","doc29","regulation",1
"217","doc29","experiential",1
"218","doc29","avoidance",1
"219","doc29","interoceptive",2
"220","doc29","cue",2
"221","doc29","music",1
"222","doc29","therapy",1
"223","doc29","substance",1
"224","doc29","disorder",1
"225","doc30","autism",1
"226","doc30","behavior",1
"227","doc30","bidirectional",1
"228","doc30","longitudinal",1
"229","doc30","population",1
"230","doc31","age",1
"231","doc31","musical",2
"232","doc31","training",1
"233","doc31","onset",1
"234","doc31","music",4
"235","doc31","conservatory",2
"236","doc31","performance",1
"237","doc31","anxiety",1
"238","doc31","school",1
"239","doc31","student",1
"240","doc32","behavior",1
"241","doc32","emotional",1
"242","doc32","maternal",1
"243","doc32","mental",1
"244","doc32","health",1
"245","doc33","behaviour",2
"246","doc33","child",1
"247","doc33","checklist",1
"248","doc33","prenatal",1
"249","doc33","exposure",1
"250","doc33","study",1
"251","doc34","child",1
"252","doc34","regulation",1
"253","doc34","executive",1
"254","doc34","function",1
"255","doc34","maternal",1
"256","doc34","low",1
"257","doc34","poverty",1
"258","doc35","smoke",1
"259","doc35","sexual",1
"260","doc35","activity",1
"261","doc35","adolescent",1
"262","doc35","crosscultural",1
"263","doc35","behavior",1
"264","doc35","theory",1
"265","doc35","hong",1
"266","doc35","kong",1
"267","doc35","china",1
"268","doc36","maternal",1
"269","doc36","depression",1
"270","doc36","reward",1
"271","doc36","warmth",1
"272","doc37","autism",1
"273","doc37","spectrum",1
"274","doc37","disorder",1
"275","doc37","behavior",3
"276","doc37","communication",1
"277","doc37","difficulty",1
"278","doc38","music",1
"279","doc38","psychology",1
"280","doc38","experiment",2
"281","doc38","rhythm",1
"282","doc38","difference",2
"283","doc38","mode",2
"284","doc39","temperament",1
"285","doc39","cumulative",1
"286","doc39","risk",1
"287","doc39","behavior",1
"288","doc39","family",1
"289","doc39","toddler",1
"290","doc40","stress",1
"291","doc40","prenatal",1
"292","doc40","depression",1
"293","doc40","epidemiology",1
"294","doc41","preschool",1
"295","doc41","child",2
"296","doc41","psychiatry",1
"297","doc41","activation",1
"298","doc41","relationship",1
"299","doc41","father",1
"300","doc41","attachment",1
"301","doc41","moderation",1
"302","doc42","child",2
"303","doc42","neglect",1
"304","doc42","abuse",1
"305","doc42","development",1
"306","doc42","consequence",1
"307","doc43","adolescent",1
"308","doc43","comfort",2
"309","doc43","consolation",2
"310","doc43","coping",1
"311","doc43","music",2
"312","doc43","effect",1
"313","doc43","solace",2
"314","doc44","cessation",1
"315","doc44","beliefs",1
"316","doc44","expectancy",1
"317","doc44","adolescent",1
"318","doc44","smoking",1
"319","doc45","emotion",1
"320","doc45","socialization",1
"321","doc45","adolescence",1
"322","doc45","temperament",1
"323","doc45","mother",1
"324","doc45","maternal",1
"325","doc45","emotional",1
"326","doc45","behavior",1
"327","doc46","anxiety",1
"328","doc46","disorder",1
"329","doc46","child",3
"330","doc46","adolescent",1
"331","doc46","psychopathology",1
"332","doc46","cognition",1
"333","doc46","emotion",2
"334","doc46","arousal",1
"335","doc46","regulation",1
"336","doc46","family",2
"337","doc46","context",1
"338","doc46","marital",1
"339","doc46","maternal",1
"340","doc47","social",2
"341","doc47","phobia",1
"342","doc47","aetiology",2
"343","doc47","risk",1
"344","doc47","factor",1
