"","doc_id","word","freq"
"1","doc1","cooperation",2
"2","doc1","social",3
"3","doc1","preference",1
"4","doc1","laboratory",1
"5","doc1","experiment",1
"6","doc1","prisoner",2
"7","doc1","dilemma",3
"8","doc1","stag",2
"9","doc1","hunt",1
"10","doc1","game",1
"11","doc1","responsibility",1
"12","doc2","life",2
"13","doc2","history",2
"14","doc2","strategy",2
"15","doc2","cooperation",2
"16","doc2","evolution",1
"17","doc2","harshness",2
"18","doc2","unpredictability",2
"19","doc2","economics",1
"20","doc2","game",1
"21","doc2","experience",1
"22","doc3","video",1
"23","doc3","game",3
"24","doc3","content",1
"25","doc3","collaborative",2
"26","doc3","play",1
"27","doc3","newby",2
"28","doc3","veteran",1
"29","doc3","cooperation",2
"30","doc3","model",1
"31","doc3","computer",1
"32","doc3","prosocial",1
"33","doc3","behavior",1
"34","doc3","recreation",2
"35","doc4","climate",2
"36","doc4","change",2
"37","doc4","temperature",2
"38","doc4","shocks",2
"39","doc4","public",1
"40","doc4","game",1
"41","doc4","cooperation",2
"42","doc4","fetal",2
"43","doc4","origin",1
"44","doc4","africa",1
"45","doc4","prenatal",2
"46","doc4","exposure",1
"47","doc4","effect",1
"48","doc4","childhood",1
"49","doc4","development",1
"50","doc5","prisoner",3
"51","doc5","dilemma",3
"52","doc5","risk",4
"53","doc5","aversion",1
"54","doc5","orientation",1
"55","doc5","expectation",1
"56","doc5","cooperation",2
"57","doc5","game",2
"58","doc5","riskiness",2
"59","doc5","adolescent",1
"60","doc5","adult",2
"61","doc5","cooperative",1
"62","doc5","behavior",1
"63","doc5","human",1
"64","doc5","factor",1
"65","doc5","decision",1
"66","doc6","dynamics",2
"67","doc6","cooperation",2
"68","doc6","public",2
"69","doc6","game",3
"70","doc6","competitive",1
"71","doc6","behavior",2
"72","doc6","cooperative",1
"73","doc6","theory",1
"74","doc6","processis",1
"75","doc6","human",1
"76","doc6","sector",1
"77","doc7","public",1
"78","doc7","game",1
"79","doc7","cooperation",2
"80","doc7","top",2
"81","doc7","contributors",2
"82","doc7","peer",2
"83","doc7","punishment",2
"84","doc7","behavioral",1
"85","doc7","mechanism",1
"86","doc7","design",1
"87","doc7","social",1
"88","doc7","dilemma",1
"89","doc8","cooperation",2
"90","doc8","direct",1
"91","doc8","election",2
"92","doc8","decision",2
"93","doc8","leadership",2
"94","doc8","public",1
"95","doc8","game",1
"96","doc9","interpersonal",1
"97","doc9","bia",1
"98","doc9","emotion",1
"99","doc9","negative",1
"100","doc9","affect",1
"101","doc9","anxiety",1
"102","doc9","cooperation",1
"103","doc9","decision",1
"104","doc9","major",1
"105","doc9","depression",1
"106","doc9","symptom",2
"107","doc9","social",1
"108","doc9","interaction",1
"109","doc10","learn",2
"110","doc10","recollection",2
"111","doc10","feedback",2
"112","doc10","negativity",2
"113","doc10","social",3
"114","doc10","neuroscience",2
"115","doc10","potential",2
"116","doc10","prisoner",2
"117","doc10","dilemma",2
"118","doc10","game",1
"119","doc10","cheat",2
"120","doc11","cognitive",1
"121","doc11","ability",1
"122","doc11","cooperation",2
"123","doc11","prisoner",2
"124","doc11","dilemma",2
"125","doc11","experiment",1
"126","doc11","altruism",1
"127","doc11","game",1
"128","doc12","cooperation",2
"129","doc12","power",1
"130","doc12","prisoner",1
"131","doc12","dilemma",1
"132","doc12","game",1
"133","doc12","interpersonal",1
"134","doc12","control",1
"135","doc13","economics",2
"136","doc13","behavior",1
"137","doc13","behavioral",1
"138","doc13","decision",3
"139","doc13","game",3
"140","doc13","theory",2
"141","doc13","organizational",1
"142","doc13","study",1
"143","doc13","cooperation",1
"144","doc13","experimental",1
"145","doc13","laboratory",1
"146","doc13","prisoner",1
"147","doc13","dilemma",1
"148","doc13","social",1
"149","doc13","norm",1
"150","doc13","business",1
"151","doc13","organizations",2
"152","doc14","prisoner",2
"153","doc14","dilemma",2
"154","doc14","cooperation",2
"155","doc14","rate",1
"156","doc14","beliefs",1
"157","doc14","experiment",1
"158","doc14","experimentation",1
"159","doc14","game",1
"160","doc14","attitude",1
"161","doc15","option",1
"162","doc15","endogenous",1
"163","doc15","termination",1
"164","doc15","dissolution",2
"165","doc15","clause",2
"166","doc15","imperfect",1
"167","doc15","public",1
"168","doc15","monitoring",1
"169","doc15","dynamic",1
"170","doc15","game",2
"171","doc15","cooperation",1
"172","doc15","punishment",1
"173","doc16","prisoner",2
"174","doc16","dilemma",2
"175","doc16","cooperation",2
"176","doc16","endogenous",1
"177","doc16","punishment",2
"178","doc16","choice",1
"179","doc16","behavior",1
"180","doc16","game",2
"181","doc16","theory",1
"182","doc16","behavioral",1
"183","doc16","economics",1
"184","doc17","public",1
"185","doc17","game",2
"186","doc17","conditional",1
"187","doc17","cooperation",2
"188","doc17","aversion",1
"189","doc17","theory",1
"190","doc17","preference",1
"191","doc17","economics",1
"192","doc18","social",1
"193","doc18","dilemma",3
"194","doc18","stereotype",2
"195","doc18","cooperation",2
"196","doc18","prisoner",2
